UF;Município;IFDM;Emprego & Renda;Educação;Saúde
PE;Jupi;0,653997;0,22909;0,818971;0,913929
MG;Paulistas;0,653968;0,499234;0,791455;0,671216
RN;Jucurutu;0,653964;0,424579;0,767414;0,7699
MG;Santo Antônio do Rio Abaixo;0,653932;0,303467;0,834008;0,824322
SP;Cardoso;0,653886;0,315751;0,939557;0,70635
MS;Corumbá;0,65368;0,465018;0,72452;0,771501
PE;Camocim de São Félix;0,653654;0,338459;0,746524;0,875979
PI;Cocal dos Alves;0,653603;0,343782;0,760727;0,8563
AL;Barra de São Miguel;0,653421;0,518705;0,56935;0,872208
AM;Itapiranga;0,653421;0,397336;0,710136;0,852792
GO;Leopoldo de Bulhões;0,653262;0,503801;0,768738;0,687248
SE;Carmópolis;0,653233;0,469358;0,747705;0,742636
PB;Areial;0,653168;0,369691;0,73143;0,858384
PB;Zabelê;0,65316;0,362998;0,807115;0,789366
MG;São João do Pacuí;0,653154;0,309247;0,84941;0,800804
PB;Carrapateira;0,653125;0,482104;0,658363;0,818906
BA;Terra Nova;0,65312;0,462268;0,748259;0,748833
MG;Carmo da Cachoeira;0,653087;0,471488;0,797178;0,690596
MG;São Domingos das Dores;0,653073;0,378143;0,882511;0,698563
RJ;Guapimirim;0,652921;0,456853;0,713701;0,788208
ES;Itarana;0,652887;0,453035;0,852972;0,652653
RN;Brejinho;0,65287;0,384337;0,703549;0,870724
SP;Getulina;0,652862;0,37028;0,827504;0,760802
PR;Mirador;0,652849;0,477322;0,804688;0,676536
BA;São Domingos;0,652817;0,445885;0,680515;0,83205
RS;Cerro Branco;0,652795;0,355994;0,734268;0,868124
MG;Franciscópolis;0,652764;0,557904;0,729501;0,670888
MG;Bicas;0,652667;0,473094;0,830289;0,654617
GO;Serranópolis;0,6526;0,613876;0,786876;0,557048
MA;Cidelândia;0,652593;0,601468;0,641278;0,715033
GO;Novo Planalto;0,65253;0,534605;0,730771;0,692213
RS;Barros Cassal;0,652482;0,366606;0,717834;0,873007
SP;Espírito Santo do Turvo;0,652379;0,254229;0,924684;0,778224
PE;Itambé;0,652206;0,452816;0,660867;0,842935
CE;Granja;0,652134;0,346474;0,807228;0,802701
MG;Itambacuri;0,6521;0,426048;0,81364;0,716613
MG;Carangola;0,651983;0,428837;0,797753;0,729359
MG;Jequitibá;0,651941;0,420303;0,7864;0,749119
TO;São Bento do Tocantins;0,651915;0,489798;0,618229;0,847718
SP;Embaúba;0,651867;0,309412;0,955202;0,690987
PB;Santa Cruz;0,651817;0,442108;0,740844;0,772499
MG;Ninheira;0,651774;0,487924;0,786291;0,681107
RN;São Fernando;0,651771;0,453995;0,782061;0,719259
MG;Botumirim;0,651659;0,407332;0,795396;0,752251
MG;Caetanópolis;0,651592;0,412756;0,836446;0,705575
TO;Palmeirópolis;0,651426;0,372378;0,784885;0,797015
RN;Fernando Pedroza;0,651343;0,456851;0,729185;0,767995
MG;Alvorada de Minas;0,651301;0,38187;0,790156;0,781877
GO;Alvorada do Norte;0,651272;0,449059;0,811822;0,692935
PB;Lagoa Seca;0,651222;0,435468;0,717551;0,800648
RS;Fontoura Xavier;0,651199;0,538823;0,734517;0,680257
MG;Catuti;0,651113;0,294722;0,841516;0,8171
RN;Governador Dix-Sept Rosado;0,65109;0,465228;0,680279;0,807764
TO;Colméia;0,651063;0,454765;0,809322;0,689103
PR;Wenceslau Braz;0,651061;0,454738;0,777018;0,721428
PI;Nazaré do Piauí;0,651037;0,364894;0,745923;0,842294
CE;Baixio;0,651036;0,446578;0,732046;0,774484
MG;São Joaquim de Bicas;0,650995;0,393442;0,781682;0,77786
PI;São Francisco do Piauí;0,65098;0,4508;0,734389;0,767752
PB;Pombal;0,650919;0,312099;0,826235;0,814423
PB;Remígio;0,650893;0,43551;0,711667;0,805502
MT;Apiacás;0,650753;0,431594;0,757835;0,762829
TO;Darcinópolis;0,650654;0,546088;0,653669;0,752205
MG;Rio Manso;0,650601;0,330745;0,750667;0,87039
RS;Minas do Leão;0,650581;0,416856;0,691902;0,842985
MG;Cristiano Otoni;0,650365;0,46605;0,785003;0,700043
ES;Brejetuba;0,650338;0,282954;0,863119;0,804942
GO;Cocalzinho de Goiás;0,650304;0,380675;0,716129;0,854109
RS;Passa Sete;0,650072;0,388536;0,699789;0,861891
PA;Marituba;0,650034;0,521305;0,634088;0,794708
MG;Manga;0,650005;0,460641;0,771743;0,717633
PE;Tabira;0,650005;0,310468;0,746961;0,892586
CE;Assaré;0,649957;0,405852;0,749245;0,794775
SC;Xavantina;0,649883;0,454583;0,792319;0,702746
CE;Barroquinha;0,649811;0,469463;0,803395;0,676575
RN;Baraúna;0,649765;0,546764;0,61908;0,78345
PR;Santa Isabel do Ivaí;0,649727;0,426764;0,830654;0,691763
PB;Santa Luzia;0,649575;0,432197;0,7996;0,716928
ES;Mantenópolis;0,649568;0,246696;0,897122;0,804885
MG;Grão Mogol;0,64952;0,465985;0,746316;0,736261
PR;Morretes;0,64949;0,495541;0,686071;0,766856
RS;Centenário;0,649437;0,327709;0,846836;0,773767
PE;Passira;0,649435;0,339957;0,691283;0,917066
PI;Passagem Franca do Piauí;0,649355;0,37528;0,711183;0,861604
MA;Junco do Maranhão;0,649341;0,547289;0,76384;0,636892
SP;Nipoã;0,649269;0,322052;0,913477;0,712277
MG;Inconfidentes;0,649162;0,412026;0,877788;0,657672
BA;Dias d'Ávila;0,649096;0,475518;0,71259;0,75918
MG;Santa Rita do Itueto;0,649052;0,298562;0,802941;0,845652
RN;Parazinho;0,649032;0,38784;0,65032;0,908938
RN;Lajes Pintadas;0,648901;0,306966;0,748538;0,891199
ES;Água Doce do Norte;0,648894;0,300773;0,779076;0,866834
MG;Felixlândia;0,648889;0,528386;0,76504;0,65324
CE;Quiterianópolis;0,648825;0,312421;0,784096;0,849957
MG;Areado;0,648793;0,358126;0,87511;0,713144
TO;Monte do Carmo;0,648729;0,446367;0,660222;0,839598
PE;São José do Belmonte;0,648599;0,389601;0,672632;0,883562
PE;São Caitano;0,648588;0,407618;0,71298;0,825166
GO;São João da Paraúna;0,648484;0,431044;0,859356;0,655052
RN;Serra Caiada;0,64848;0,450126;0,721382;0,773933
PE;Tracunhaém;0,648323;0,441233;0,729503;0,774233
TO;Dianópolis;0,648323;0,456007;0,7078;0,781162
MG;São José do Alegre;0,648297;0,270594;0,84516;0,829137
MG;Três Marias;0,648247;0,460231;0,866926;0,617585
GO;Britânia;0,648208;0,524467;0,812083;0,608074
SC;Santa Terezinha do Progresso;0,648157;0,323701;0,738987;0,881785
GO;Cachoeira de Goiás;0,648141;0,329024;0,853199;0,762201
SP;Pirajuí;0,648049;0,382207;0,910628;0,651312
MG;Itamarandiba;0,648034;0,449419;0,843559;0,651125
TO;São Salvador do Tocantins;0,647978;0,316869;0,733703;0,893362
SC;Vargem;0,647861;0,370976;0,815225;0,757381
RS;Cacique Doble;0,647793;0,358872;0,744973;0,839535
PI;Ipiranga do Piauí;0,647792;0,351247;0,799913;0,792216
PB;Pilõezinhos;0,647787;0,398583;0,642847;0,901932
MG;Guidoval;0,647781;0,341382;0,866735;0,735226
TO;Divinópolis do Tocantins;0,647728;0,471705;0,778254;0,693226
PB;Tacima;0,647502;0,397411;0,719679;0,825415
MG;Antônio Carlos;0,647497;0,285951;0,817742;0,838798
CE;Redenção;0,64747;0,499521;0,749278;0,69361
MS;Caracol;0,647454;0,409465;0,702882;0,830015
CE;Martinópole;0,647444;0,419734;0,763937;0,758661
PB;Alcantil;0,647428;0,457069;0,71738;0,767835
PR;Agudos do Sul;0,647401;0,35504;0,723956;0,863206
MG;Bocaina de Minas;0,64739;0,534895;0,680685;0,72659
MT;Santo Antônio do Leste;0,647355;0,483212;0,721244;0,737608
PE;Araçoiaba;0,6473;0,376704;0,681986;0,883209
MG;Miradouro;0,647257;0,374855;0,756957;0,809959
MT;Comodoro;0,647204;0,529135;0,784913;0,627563
GO;Água Fria de Goiás;0,64714;0,493315;0,633537;0,814567
ES;Muniz Freire;0,647126;0,354015;0,844886;0,742476
PB;Riachão do Poço;0,64693;0,41837;0,738901;0,783518
SC;Timbé do Sul;0,646901;0,464981;0,801961;0,67376
BA;Livramento de Nossa Senhora;0,646894;0,457211;0,667613;0,815858
MT;Acorizal;0,646859;0,482476;0,774545;0,683557
RJ;Duas Barras;0,646818;0,374269;0,813157;0,753029
AL;Paripueira;0,646712;0,509429;0,609684;0,821025
MG;Martins Soares;0,646706;0,44435;0,736866;0,7589
PI;Demerval Lobão;0,646638;0,444552;0,75785;0,737512
RO;Ministro Andreazza;0,646603;0,382867;0,746482;0,810461
PB;Tenório;0,646589;0,506432;0,68406;0,749274
MG;Ibirité;0,646586;0,387833;0,778268;0,773659
TO;Pequizeiro;0,64643;0,290994;0,790411;0,857886
RS;Faxinalzinho;0,64642;0,360703;0,693957;0,884599
MT;Jauru;0,646345;0,451074;0,796002;0,69196
MG;Cássia;0,64634;0,452863;0,864491;0,621666
RS;São Vicente do Sul;0,646228;0,440201;0,759785;0,738697
SP;Piquerobi;0,646057;0,398092;0,914915;0,625163
RS;Pedras Altas;0,646052;0,562453;0,615417;0,760287
PE;João Alfredo;0,645959;0,286518;0,775142;0,876218
ES;Dores do Rio Preto;0,645884;0,390546;0,814804;0,732302
PE;Terra Nova;0,645835;0,320745;0,745834;0,870926
RN;Bom Jesus;0,645835;0,419671;0,664903;0,852932
PB;São José do Sabugi;0,645808;0,458891;0,880716;0,597817
GO;Americano do Brasil;0,645742;0,350363;0,846898;0,739965
GO;Faina;0,645699;0,499416;0,749727;0,687954
TO;Peixe;0,645562;0,482655;0,710404;0,743627
MG;Bom Jesus do Galho;0,645547;0,429331;0,760851;0,746459
MT;Feliz Natal;0,64547;0,500583;0,693478;0,742348
GO;Santa Isabel;0,645361;0,372338;0,816562;0,747184
PR;Guamiranga;0,645314;0,267917;0,76969;0,898333
SE;Simão Dias;0,64528;0,462483;0,708454;0,764903
GO;São Miguel do Passa Quatro;0,645253;0,537985;0,808916;0,588857
SP;Santa Branca;0,645243;0,320305;0,871218;0,744207
RN;Patu;0,64523;0,337892;0,650608;0,94719
PB;Aparecida;0,645227;0,381857;0,686695;0,867128
CE;Porteiras;0,645178;0,250827;0,854902;0,829803
TO;Silvanópolis;0,645156;0,332042;0,770759;0,832667
PE;São Vicente Ferrer;0,645138;0,37913;0,703909;0,852377
MG;São Tiago;0,64507;0,461027;0,886981;0,587202
PR;Ortigueira;0,644995;0,35265;0,722825;0,859509
GO;Trombas;0,644982;0,35139;0,737254;0,846303
MG;Nova União;0,644957;0,400423;0,785568;0,748881
PI;Campo Maior;0,644953;0,438018;0,817759;0,679082
PE;Cabrobó;0,644866;0,385108;0,692416;0,857075
CE;Paraipaba;0,644865;0,347214;0,827093;0,760288
MA;Caxias;0,644785;0,493952;0,690084;0,750317
RN;Ouro Branco;0,644703;0,383435;0,819344;0,73133
PE;Vicência;0,644686;0,369542;0,638277;0,926239
RS;Turuçu;0,64466;0,423767;0,738118;0,772094
SE;São Cristóvão;0,644618;0,593887;0,629529;0,71044
AP;Macapá;0,644611;0,581948;0,646466;0,705419
AL;Coqueiro Seco;0,644581;0,466131;0,632808;0,834804
TO;Angico;0,644527;0,462613;0,65076;0,820208
MG;Paula Cândido;0,644517;0,292166;0,80328;0,838105
PI;São João da Fronteira;0,644497;0,439418;0,721493;0,772579
MG;Vargem Alegre;0,644481;0,29272;0,786556;0,854168
PB;Esperança;0,644472;0,329972;0,713194;0,89025
MG;Frei Gaspar;0,644434;0,455137;0,755506;0,72266
PI;Francisco Macedo;0,644341;0,424603;0,781558;0,726862
PB;Umbuzeiro;0,644311;0,413826;0,719386;0,79972
MG;Tabuleiro;0,644294;0,467302;0,731688;0,733892
BA;Barra da Estiva;0,644293;0,456318;0,786715;0,689846
PR;General Carneiro;0,644188;0,442742;0,678524;0,811299
MG;Serranos;0,644154;0,361933;0,782341;0,788189
CE;Senador Sá;0,644137;0,421986;0,769515;0,740909
RJ;Araruama;0,64409;0,440536;0,731832;0,7599
ES;Rio Bananal;0,644078;0,329785;0,844907;0,757543
CE;Amontada;0,643986;0,42884;0,704866;0,798251
PE;Venturosa;0,643934;0,349659;0,71947;0,862672
RN;Galinhos;0,64392;0,459405;0,696297;0,776057
MG;Conceição do Mato Dentro;0,643899;0,39853;0,767963;0,765204
PA;Xinguara;0,643866;0,582492;0,640544;0,708562
GO;Uirapuru;0,643805;0,386558;0,672662;0,872196
PA;Marabá;0,643773;0,559442;0,678985;0,692891
RN;Viçosa;0,643706;0,36302;0,825372;0,742727
PB;Camalaú;0,643626;0,354216;0,720408;0,856254
CE;Limoeiro do Norte;0,643549;0,400179;0,74488;0,785588
PB;Mataraca;0,643531;0,516084;0,612239;0,80227
GO;Damianópolis;0,643471;0,265083;0,745237;0,920092
CE;Miraíma;0,643397;0,458736;0,658953;0,812501
RJ;São Sebastião do Alto;0,643382;0,402909;0,831547;0,69569
PR;Itaperuçu;0,643371;0,584657;0,69684;0,648614
CE;São Luís do Curu;0,643361;0,408637;0,719949;0,801499
RS;Salto do Jacuí;0,643322;0,367726;0,7222;0,84004
CE;Choró;0,643309;0,425163;0,751946;0,752816
CE;Jardim;0,643214;0,432875;0,77109;0,725677
MS;Nioaque;0,6432;0,386884;0,71951;0,823207
MG;Minduri;0,643105;0,500986;0,770792;0,657539
SE;Lagarto;0,64303;0,488584;0,723205;0,717302
MG;Glaucilândia;0,642903;0,447389;0,793328;0,687991
PI;Monsenhor Gil;0,642881;0,376067;0,736707;0,81587
RS;Sério;0,64283;0,466005;0,712485;0,75
RN;Paraú;0,642818;0,446335;0,694791;0,787329
MG;Raul Soares;0,642803;0,388797;0,820814;0,718799
GO;Colinas do Sul;0,642801;0,479768;0,790299;0,658336
PB;Cajazeiras;0,642765;0,507531;0,665617;0,755148
RO;Parecis;0,642755;0,444996;0,648922;0,834346
SP;Santo Anastácio;0,642739;0,433615;0,916412;0,578191
AC;Cruzeiro do Sul;0,642694;0,433207;0,736323;0,758553
MT;Juruena;0,642646;0,448398;0,733845;0,745694
AM;Parintins;0,642605;0,442431;0,758761;0,726622
SE;Neópolis;0,642575;0,531559;0,647636;0,748529
PE;Barreiros;0,642513;0,497967;0,652236;0,777337
ES;Jerônimo Monteiro;0,642477;0,306335;0,825672;0,795424
PB;Areia de Baraúnas;0,642418;0,4716;0,679313;0,776342
CE;Caridade;0,642384;0,418492;0,686836;0,821824
RN;Vera Cruz;0,642376;0,375155;0,69975;0,852224
MG;Santana do Jacaré;0,642372;0,388126;0,775614;0,763375
SE;Nossa Senhora Aparecida;0,642344;0,503827;0,606991;0,816216
MG;Capitão Andrade;0,642308;0,34053;0,813769;0,772627
MS;Aquidauana;0,642298;0,466367;0,719096;0,741429
CE;Boa Viagem;0,641916;0,44029;0,698268;0,787191
PA;Novo Progresso;0,641902;0,503842;0,718373;0,70349
BA;Governador Mangabeira;0,641886;0,438967;0,659985;0,826705
RJ;Cantagalo;0,641869;0,519565;0,790846;0,615197
RN;São Paulo do Potengi;0,641828;0,31005;0,762532;0,852903
MT;Curvelândia;0,641821;0,459499;0,795517;0,670446
MG;Olhos-d'Água;0,641795;0,409234;0,801965;0,714187
PE;Macaparana;0,641789;0,359138;0,738932;0,827299
CE;Cariús;0,641788;0,484184;0,748622;0,692557
TO;Muricilândia;0,641739;0,468368;0,651484;0,805366
TO;Santa Terezinha do Tocantins;0,641711;0,372533;0,745505;0,807095
MG;Porto Firme;0,641688;0,273052;0,777769;0,874244
PR;Rebouças;0,641665;0,379232;0,786981;0,758782
RN;Cerro Corá;0,641494;0,422586;0,735513;0,766382
BA;Ibicoara;0,641453;0,610645;0,665365;0,648349
MG;Abre Campo;0,641408;0,436737;0,792217;0,695271
TO;Nazaré;0,64136;0,368758;0,755042;0,80028
PE;Solidão;0,641358;0,315267;0,743425;0,865381
PI;Tanque do Piauí;0,641338;0,49532;0,784754;0,643938
BA;Dom Basílio;0,641303;0,410409;0,689309;0,824192
PR;Conselheiro Mairinck;0,641252;0,412734;0,783918;0,727102
SP;Caiuá;0,641204;0,398831;0,880238;0,644543
PB;São Bentinho;0,641026;0,342207;0,759463;0,82141
MG;Pratápolis;0,640968;0,367284;0,794976;0,760645
SC;Águas de Chapecó;0,640967;0,25856;0,794817;0,869525
CE;Acarape;0,640937;0,420226;0,702498;0,800086
PB;Vieirópolis;0,640929;0,448415;0,719682;0,75469
PI;São Miguel do Tapuio;0,640909;0,455854;0,740754;0,72612
MG;Rio do Prado;0,640905;0,41862;0,783705;0,720392
CE;Cruz;0,640813;0,361408;0,842674;0,718357
PE;São Lourenço da Mata;0,640726;0,46946;0,622706;0,830012
MG;Araponga;0,640718;0,310951;0,707563;0,903639
RN;São Tomé;0,640695;0,411168;0,682568;0,828349
PB;Salgado de São Félix;0,640577;0,493333;0,63686;0,79154
PA;Primavera;0,640532;0,486639;0,658381;0,776576
PI;Pajeú do Piauí;0,640527;0,417226;0,769498;0,734855
SE;Tomar do Geru;0,640516;0,403924;0,640672;0,876952
AM;Manacapuru;0,640437;0,415139;0,72436;0,78181
AL;Porto de Pedras;0,640421;0,499237;0,608799;0,813225
MA;Presidente Dutra;0,64042;0,450391;0,659989;0,810879
MG;Senhora dos Remédios;0,64039;0,302077;0,79281;0,826282
MG;Quartel Geral;0,640347;0,328217;0,850174;0,742649
MG;Santo Hipólito;0,640239;0,391337;0,818329;0,711053
TO;Xambioá;0,640024;0,327053;0,741141;0,851877
PR;Reserva;0,639994;0,5267;0,744544;0,648737
RO;Buritis;0,639964;0,448658;0,66575;0,805484
MG;Peçanha;0,63992;0,448378;0,735776;0,735605
PE;Buenos Aires;0,639919;0,274055;0,785079;0,860624
MT;Itanhangá;0,639864;0,30927;0,812629;0,797691
RS;Lavras do Sul;0,639804;0,422657;0,732328;0,764426
PA;Sapucaia;0,639796;0,677353;0,643406;0,598628
RS;Alvorada;0,639686;0,47275;0,593033;0,853274
PE;Abreu e Lima;0,63967;0,440339;0,648181;0,830489
PE;Santa Terezinha;0,63967;0,365306;0,709525;0,844179
CE;Mucambo;0,639655;0,343278;0,835703;0,739986
BA;Boquira;0,639615;0,452463;0,757031;0,70935
BA;Caculé;0,639611;0,488257;0,763749;0,666827
CE;Mauriti;0,639604;0,307548;0,802271;0,808994
BA;Ibotirama;0,639578;0,478703;0,695316;0,744716
PB;Massaranduba;0,639578;0,45029;0,663741;0,804704
MT;Rondolândia;0,639529;0,600689;0,626338;0,691559
RN;São Miguel do Gostoso;0,639483;0,347926;0,723974;0,846548
MG;Joaquim Felício;0,639296;0,399476;0,735501;0,782909
RS;Benjamin Constant do Sul;0,639178;0,395379;0,725431;0,796726
RJ;São Fidélis;0,639067;0,364172;0,795596;0,757434
MT;Serra Nova Dourada;0,639054;0,527548;0,70152;0,688093
BA;Potiraguá;0,639031;0,665095;0,589668;0,66233
CE;Caucaia;0,638985;0,433585;0,733589;0,749782
MS;Aral Moreira;0,638966;0,562291;0,663718;0,690891
BA;Ibirapuã;0,63895;0,473032;0,734745;0,709073
MG;Carmésia;0,638943;0,383364;0,7401;0,793366
MA;Porto Rico do Maranhão;0,638785;0,329037;0,771139;0,816178
PI;Tamboril do Piauí;0,638683;0,451754;0,740574;0,723721
PR;Cafezal do Sul;0,638599;0,414603;0,794029;0,707166
SC;Major Vieira;0,638552;0,328809;0,771183;0,815665
PB;Poço de José de Moura;0,638506;0,46839;0,722458;0,724669
MG;Prudente de Morais;0,638444;0,297791;0,82403;0,793512
TO;Alvorada;0,638362;0,473279;0,801953;0,639854
PB;Imaculada;0,638287;0,411083;0,625218;0,878559
MG;Santa Bárbara do Tugúrio;0,638284;0,325517;0,825174;0,764161
RN;Taboleiro Grande;0,638281;0,453754;0,726714;0,734375
MG;São Domingos do Prata;0,638263;0,392895;0,883254;0,638639
BA;Candeias;0,638121;0,501463;0,689977;0,722924
SP;Marabá Paulista;0,6381;0,322228;0,871043;0,721029
TO;Santa Rosa do Tocantins;0,638;0,318425;0,699761;0,895816
PE;Camaragibe;0,637965;0,353332;0,71408;0,846484
RJ;Itaboraí;0,637895;0,408173;0,719597;0,785913
MG;Inimutaba;0,637888;0,340065;0,786369;0,787229
ES;Pedro Canário;0,63787;0,500751;0,785395;0,627465
PE;Vertentes;0,637812;0,338796;0,687665;0,886975
MT;Confresa;0,637783;0,537336;0,75752;0,618494
PI;Valença do Piauí;0,637773;0,463188;0,768565;0,681567
SC;Bom Jardim da Serra;0,637755;0,35094;0,760491;0,801835
MG;São José do Goiabal;0,637749;0,354337;0,781476;0,777434
MG;Piedade de Caratinga;0,637681;0,27658;0,818307;0,818157
MG;Taparuba;0,637667;0,460433;0,74523;0,707337
MT;Nova Brasilândia;0,637623;0,550739;0,798908;0,563221
PR;Piraquara;0,637569;0,391932;0,702953;0,817821
PB;Brejo do Cruz;0,637541;0,470676;0,726821;0,715125
MG;Angelândia;0,637515;0,367488;0,790977;0,754081
RN;Lucrécia;0,637462;0,425824;0,827962;0,658601
TO;Mateiros;0,637388;0,527213;0,595155;0,789796
MG;Alto Jequitibá;0,637319;0,350887;0,758664;0,802407
TO;Talismã;0,637291;0,445415;0,722488;0,743971
BA;Chorrochó;0,637227;0,404082;0,691674;0,815926
RN;Touros;0,637214;0,424307;0,631816;0,855518
RN;Itaú;0,637172;0,429185;0,854674;0,627659
MG;Reduto;0,637171;0,357231;0,763385;0,790899
CE;Poranga;0,637079;0,426099;0,765813;0,719326
SC;Monte Castelo;0,637003;0,37048;0,781672;0,758857
MT;Santo Afonso;0,636972;0,397807;0,77907;0,734039
MA;Paço do Lumiar;0,636962;0,389176;0,754557;0,767154
PR;Antonina;0,636928;0,551773;0,685955;0,673055
RJ;Nilópolis;0,636806;0,370311;0,742669;0,797437
MG;Dom Joaquim;0,636683;0,324906;0,848693;0,736449
GO;Mimoso de Goiás;0,636655;0,540859;0,706221;0,662885
MG;José Gonçalves de Minas;0,636653;0,410181;0,855663;0,644114
MG;Inhapim;0,636648;0,348259;0,83457;0,727116
PR;São João do Ivaí;0,63661;0,440583;0,822198;0,64705
RS;Porto Vera Cruz;0,636528;0,310196;0,724088;0,875301
MG;Manhumirim;0,636451;0,395861;0,798483;0,715008
RN;Ielmo Marinho;0,636446;0,443475;0,684324;0,781538
MS;Anaurilândia;0,636436;0,519333;0,665955;0,724019
PE;Machados;0,636426;0,388109;0,68017;0,840999
MG;Cordisburgo;0,636392;0,408304;0,795533;0,70534
MG;Guaraciama;0,636384;0,451876;0,803634;0,653641
PE;Lagoa do Ouro;0,636384;0,394104;0,619503;0,895544
PE;Glória do Goitá;0,636356;0,417922;0,623267;0,867879
PE;Calumbi;0,636338;0,428003;0,680933;0,800079
TO;Sandolândia;0,63627;0,600818;0,681048;0,626944
AL;Matriz de Camaragibe;0,636234;0,586666;0,685528;0,636509
MG;Paiva;0,636185;0,28454;0,784702;0,839314
AL;Feliz Deserto;0,636142;0,444576;0,662452;0,8014
RN;Vila Flor;0,636129;0,438046;0,566743;0,903599
MG;Esmeraldas;0,636122;0,491833;0,751119;0,665415
PE;Lagoa Grande;0,636103;0,528197;0,729797;0,650316
MS;Rio Negro;0,63606;0,50014;0,761168;0,64687
PB;Bonito de Santa Fé;0,636024;0,418882;0,584477;0,904714
MG;Divisa Alegre;0,635978;0,511829;0,776274;0,61983
PB;Dona Inês;0,635963;0,428189;0,754018;0,725681
MG;Coronel Murta;0,635956;0,439495;0,831449;0,636924
PI;Baixa Grande do Ribeiro;0,63589;0,532681;0,684849;0,690139
RN;Grossos;0,635872;0,408344;0,667194;0,832078
PE;Aliança;0,635863;0,450996;0,606308;0,850286
SP;Emilianópolis;0,635668;0,367645;0,909869;0,62949
RO;Urupá;0,635529;0,382947;0,699426;0,824214
RS;Cidreira;0,63544;0,385197;0,702407;0,818714
PB;Santa Teresinha;0,635405;0,35982;0,771891;0,774505
PI;Isaías Coelho;0,635278;0,414652;0,692614;0,79857
CE;Palhano;0,635228;0,340316;0,811217;0,754151
TO;Sítio Novo do Tocantins;0,635212;0,390742;0,730564;0,784331
AL;Marechal Deodoro;0,635159;0,49061;0,614347;0,800519
ES;Boa Esperança;0,635142;0,315892;0,853251;0,736282
MT;Poconé;0,635094;0,415928;0,757036;0,732319
MG;Campanha;0,635091;0,505677;0,818122;0,581475
MG;Ipaba;0,635058;0,323604;0,782003;0,799565
RN;Jundiá;0,635032;0,421629;0,648849;0,834619
PI;Fronteiras;0,634939;0,274888;0,761816;0,868114
MG;Cristália;0,63489;0,425421;0,771206;0,708042
GO;Araguapaz;0,634846;0,459122;0,747709;0,697707
PB;Riacho de Santo Antônio;0,634837;0,303752;0,722222;0,878536
BA;Amargosa;0,634804;0,425771;0,759743;0,718897
GO;Cidade Ocidental;0,634803;0,297453;0,750799;0,856158
RS;Redentora;0,634681;0,414679;0,649222;0,840143
CE;Uruburetama;0,634609;0,380127;0,746999;0,776702
MG;Capela Nova;0,634578;0,364111;0,773933;0,765689
RJ;Varre-Sai;0,634561;0,428912;0,733754;0,741016
SE;Laranjeiras;0,634549;0,503293;0,627109;0,773246
MG;Bom Sucesso;0,634461;0,415797;0,855943;0,631645
AL;São José da Tapera;0,634387;0,439886;0,63228;0,830994
RO;Santa Luzia D'Oeste;0,634163;0,352075;0,755118;0,795297
PE;Taquaritinga do Norte;0,633983;0,41455;0,764677;0,722721
PA;Salinópolis;0,633964;0,524795;0,69274;0,684358
PI;São Julião;0,633919;0,426114;0,755401;0,720242
BA;Jacaraci;0,633804;0,370776;0,775209;0,755427
GO;Posse;0,633765;0,501018;0,77468;0,625597
PB;Piancó;0,633567;0,471229;0,647169;0,782302
RN;Senador Elói de Souza;0,633535;0,406598;0,726406;0,767601
